"","ID","site","clone","clone.new","row","col","F1","F2","F23","F24","F24.segment_L","F24.segment_P","F24.segment","X24.GCC","X24.RCC","F25","F25.segment_P","F25.segment_L","F25.segment","X25.GCC","X25.RCC"
"250","H6x15","H","54","54","6","15","2",3,1,3,0.229290025,0.227003041,0.228146533,0.471104368,0.334651094,4,0.402958724,0.333797024,0.368377874,0.460283779,0.339567909
"297","H7x15","H","90","85","7","15","1",2,1,1,0.039077479,0.077558674,0.058318076,0.465784771,0.367209268,0,0.112776632,0.06326652,0.088021576,0.451797287,0.395697983
"344","H8x15","H","47","64","8","15","2",2,2,2,0.100943007,0.12548416,0.113213584,0.452592917,0.3359216,3,0.246652144,0.221887139,0.234269642,0.45316167,0.35430931
"391","H9x15","H","42","38","9","15","0",1,1,2,0.046258779,0.041601863,0.043930321,0.445306828,0.334671874,0,0.022225506,0.015498713,0.01886211,0.440550449,0.356080403
"438","H10x15","H","87","87","10","15","3",3,2,3,0.207740438,0.244409366,0.226074902,0.446876016,0.327311185,4,0.418044307,0.328564346,0.373304326,0.460994078,0.343979322
"485","H11x15","H","38","104","11","15","1",2,1,3,0.222374856,0.225764494,0.224069675,0.454503022,0.33061487,3,0.182441825,0.133469206,0.157955516,0.461941714,0.360672661
"16","H1x16","H","78","78","1","16","2",3,2,3,0.169613266,0.150504364,0.160058815,0.457496699,0.326560065,4,0.341290164,0.337201266,0.339245715,0.458158486,0.344118564
"63","H2x16","H","55","55","2","16","1",3,2,4,0.340603472,0.344091604,0.342347538,0.482590374,0.338149173,4,0.37569023,0.320507679,0.348098954,0.454848624,0.370903442
"110","H3x16","H","83","84","3","16","2",3,2,2,0.123034116,0.162627232,0.142830674,0.468713868,0.328969381,3,0.412970949,0.353350184,0.383160566,0.465817505,0.355052217
"157","H4x16","H","84","84","4","16","2",3,2,3,0.207930756,0.233921049,0.220925903,0.473851289,0.322077521,4,0.409101292,0.367562324,0.388331808,0.465154824,0.335843726
"204","H5x16","H","53","104","5","16","1",2,0,2,0.099938616,0.088167311,0.094052964,0.475074701,0.340567127,2,0.135532305,0.12565556,0.130593932,0.448857639,0.344112319
"251","H6x16","H","52","52","6","16","1",3,1,3,0.141630146,0.140764308,0.141197227,0.458254418,0.334954214,3,0.244558731,0.250220585,0.247389658,0.441348055,0.342198076
"298","H7x16","H","39","L3","7","16",NA,1,0,2,0.013788474,0.018585353,0.016186914,0.435233266,0.331382662,1,0.059558162,0.028026755,0.043792459,0.432476639,0.335352232
"345","H8x16","H","70","70","8","16","1",2,2,3,0.21232775,0.209579312,0.210953531,0.4679706,0.324998758,3,0.308872438,0.283816269,0.296344353,0.466829623,0.338581165
"392","H9x16","H","44","75","9","16","1",2,1,2,0.16019466,0.192745127,0.176469893,0.45034356,0.334770404,2,0.146422576,0.093833353,0.120127965,0.456437705,0.343807817
"439","H10x16","H","79","79","10","16","2",3,1,3,0.315370665,0.339348867,0.327359766,0.456612534,0.333205114,3,0.387967686,0.379146358,0.383557022,0.468747376,0.339071246
"486","H11x16","H","73","73","11","16","1",2,1,4,0.333588988,0.367858416,0.350723702,0.46763131,0.325373558,3,0.245392492,0.222541118,0.233966805,0.465670611,0.365736544
"17","H1x17","H","51","49","1","17","0",1,1,2,0.063421662,0.111535804,0.087478733,0.450989571,0.324612183,2,0.203542073,0.11876271,0.161152392,0.450342403,0.338111314
"64","H2x17","H","59","59","2","17","0",1,1,2,0.075898672,0.086467686,0.081183179,0.448212687,0.327756359,2,0.173459988,0.108238577,0.140849283,0.434254079,0.344213254
"111","H3x17","H","80","83","3","17","3",3,3,5,0.34663801,0.29791089,0.32227445,0.493425558,0.327421104,5,0.481182925,0.417554109,0.449368517,0.467765502,0.345257008
"158","H4x17","H","35","35","4","17","1",2,1,2,0.075242342,0.105720659,0.0904815,0.461080777,0.323744691,2,0.1982042,0.164421807,0.181313003,0.446964183,0.334948078
"205","H5x17","H","38","38","5","17","0",1,0,1,0.004011365,0.008219796,0.006115581,0.450686012,0.318817423,0,0.100820459,0.108678213,0.104749336,0.417863242,0.347515915
"252","H6x17","H","63","63","6","17","1",3,1,3,0.173298592,0.177407212,0.175352902,0.461797135,0.328165516,3,0.329932584,0.279541491,0.304737037,0.450573376,0.34472168
"299","H7x17","H","46","46","7","17","1",2,1,2,0.182143315,0.22061791,0.201380613,0.462222448,0.329894703,3,0.278636684,0.234963106,0.256799895,0.452202414,0.34626287
"346","H8x17","H","43",NA,"8","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","H9x17","H","62","61","9","17","2",3,1,3,0.201952809,0.242442344,0.222197576,0.446164905,0.321368382,3,0.363996669,0.285835121,0.324915895,0.457412882,0.357088197
"440","H10x17","H","68","68","10","17","3",3,2,4,0.322909604,0.349264632,0.336087118,0.45317991,0.316845021,4,0.417673309,0.35260959,0.385141449,0.46449395,0.335563251
"487","H11x17","H","58",NA,"11","17","2",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","H1x18","H","73","77","1","18","2",3,3,4,0.208982497,0.157349804,0.183166151,0.473207532,0.344038506,5,0.350709712,0.395890858,0.373300285,0.459643867,0.353450153
"65","H2x18","H","89","84","2","18","2",3,2,3,0.180839438,0.259395406,0.220117422,0.473305922,0.329385098,3,0.382452855,0.28354589,0.332999372,0.464566761,0.35414719
"112","H3x18","H","81","81","3","18","1",2,1,4,0.167697342,0.182761632,0.175229487,0.479810846,0.325582444,3,0.241288553,0.24392211,0.242605331,0.460830354,0.352815484
"159","H4x18","H","86","86","4","18","2",3,2,3,0.204046973,0.217330566,0.21068877,0.464813287,0.314796435,4,0.418507881,0.453476331,0.435992106,0.462843488,0.335199562
"206","H5x18","H","69","69","5","18","1",3,2,3,0.184902031,0.177488258,0.181195145,0.468435664,0.320060653,4,0.521388474,0.485797545,0.50359301,0.474604083,0.33048765
"253","H6x18","H","66","66","6","18","1",2,1,3,0.187694591,0.199919191,0.193806891,0.470352817,0.327884709,3,0.300115781,0.226713495,0.263414638,0.458147851,0.326357692
"300","H7x18","H","48","48","7","18","0",1,0,2,0.062974145,0.083971819,0.073472982,0.446922745,0.337052655,1,0.083698132,0.047301192,0.065499662,0.453074541,0.354376767
"347","H8x18","H","74","38","8","18","0",1,0,2,0.018059656,0.026869145,0.022464401,0.44376596,0.32491113,1,0.052202912,0.02142017,0.036811541,0.429449663,0.346201405
"394","H9x18","H","93","93","9","18","3",3,2,4,0.262209088,0.250681314,0.256445201,0.456672965,0.321140596,3,0.291472594,0.250553457,0.271013026,0.456406294,0.350805612
"441","H10x18","H","75","75","10","18","2",2,1,2,0.039041791,0.072250316,0.055646053,0.432946937,0.32304021,3,0.189477328,0.142055759,0.165766543,0.45334741,0.360819717
"488","H11x18","H","83","83","11","18","3",3,3,4,0.408507489,0.436633423,0.422570456,0.465584044,0.310219359,5,0.475152697,0.467140225,0.471146461,0.481155218,0.346326709
"19","H1x19","H","76","93","1","19","3",3,2,4,0.238239622,0.315480836,0.276860229,0.475479884,0.335616968,4,0.365358988,0.290564866,0.327961927,0.469076061,0.352788605
"66","H2x19","H","50","49","2","19","0",1,0,2,0.125660467,0.085525102,0.105592784,0.461261848,0.322256129,2,0.084853953,0.073888071,0.079371012,0.435997252,0.34528694
"113","H3x19","H","67","67","3","19","2",3,3,3,0.229131376,0.210794402,0.219962889,0.478960998,0.338741111,4,0.344937785,0.394442952,0.369690369,0.464768804,0.370184032
"160","H4x19","H","50","49","4","19","0",1,1,2,0.121993525,0.098691249,0.110342387,0.471994161,0.335667236,1,0.049978487,0.071212593,0.06059554,0.45030077,0.341757546
"207","H5x19","H","32","32","5","19","1",2,1,3,0.131289443,0.074063005,0.102676224,0.46205558,0.337505069,3,0.289669398,0.218008662,0.25383903,0.453517387,0.356340173
"254","H6x19","H","82","82","6","19","2",2,1,3,0.156620026,0.164331849,0.160475938,0.464315676,0.327355906,4,0.373160352,0.322172761,0.347666557,0.455020292,0.32931268
"301","H7x19","H","25","25","7","19","2",3,2,3,0.104270383,0.115587934,0.109929158,0.442414331,0.32897783,3,0.183590827,0.136022755,0.159806791,0.43863777,0.345308283
"348","H8x19","H","82","102","8","19","1",3,1,2,0.056241582,0.052025553,0.054133568,0.458944759,0.337616215,2,0.169156948,0.12619364,0.147675294,0.450655434,0.356657938
"395","H9x19","H","71","70","9","19","1",3,1,3,0.229555703,0.227383422,0.228469562,0.475680688,0.322628541,4,0.130489501,0.210531006,0.170510253,0.493826816,0.341605487
"442","H10x19","H","72","72","10","19","0",1,0,2,0.075034382,0.094826569,0.084930475,0.441000525,0.331058172,2,0.066261334,0.066070243,0.066165789,0.44212241,0.347374097
"489","H11x19","H","85","85","11","19","1",2,1,2,0.070365447,0.072524455,0.071444951,0.436568389,0.329541009,3,0.115473527,0.079979618,0.097726572,0.456156647,0.347010423
"20","H1x20","H","88","88","1","20","2",2,1,3,0.158126468,0.139311459,0.148718963,0.449138027,0.325230089,3,0.436689443,0.387792293,0.412240868,0.45927419,0.34394358
"67","H2x20","H","92","92","2","20","1",1,0,2,0.07614351,0.084374495,0.080259003,0.452450646,0.326119281,2,0.093772542,0.060165231,0.076968887,0.436993132,0.348772632
"114","H3x20","H","28","28","3","20","3",3,3,3,0.318435918,0.330330551,0.324383235,0.480196821,0.325797684,4,0.412334107,0.481568619,0.446951363,0.473009926,0.340830576
"161","H4x20","H","61","61","4","20","1",2,1,3,0.319974459,0.272274749,0.296124604,0.478947742,0.323036521,3,0.305876236,0.285681741,0.295778989,0.453690784,0.343634228
"208","H5x20","H","36","36","5","20","3",3,2,4,0.365163731,0.191779197,0.278471464,0.486361291,0.338230286,4,0.448347515,0.393457919,0.420902717,0.455416769,0.355384111
"255","H6x20","H","49","49","6","20","0",1,1,2,0.116464206,0.122942851,0.119703528,0.458309512,0.327944681,2,0.1646907,0.130281454,0.147486077,0.448745588,0.356402723
"302","H7x20","H","26","26","7","20","2",3,3,3,0.339244262,0.358483699,0.348863981,0.469700837,0.326745008,4,0.517975591,0.499470464,0.508723027,0.476189957,0.348888012
"349","H8x20","H","45","47","8","20","2",2,2,4,0.337252149,0.342021251,0.3396367,0.479822876,0.32478538,4,0.369313179,0.308967436,0.339140308,0.464172871,0.350018899
"396","H9x20","H","60","60","9","20","3",3,3,1,0.030956471,0.033834925,0.032395698,0.444952623,0.337444694,0,0.022718326,0.022405799,0.022562063,0.418410153,0.385311376
"443","H10x20","H","94","94","10","20","3",3,2,3,0.215301737,0.216787203,0.21604447,0.450843062,0.328918059,3,0.433276061,0.377854602,0.405565331,0.477021951,0.337339997
"490","H11x20","H","28","28","11","20","3",3,2,4,0.362925817,0.303848988,0.333387402,0.464391911,0.328931877,4,0.454534718,0.463636947,0.459085833,0.479633013,0.356575027
"21","H1x21","H","71","71","1","21","3",3,3,4,0.364691697,0.387251037,0.375971367,0.486133129,0.329329105,3,0.489401593,0.409385288,0.449393441,0.471902906,0.348918956
"68","H2x21","H","72","72","2","21","0",1,0,2,0.129212517,0.164970445,0.147091481,0.465515291,0.328122631,2,0.116900483,0.076777859,0.096839171,0.444233975,0.354146809
"115","H3x21","H","23","101","3","21","0",1,0,1,0.077509462,0.101092786,0.089301124,0.477084823,0.347473651,2,0.214655157,0.185567121,0.200111139,0.460824641,0.368223437
"162","H4x21","H","68","68","4","21","3",3,3,4,0.369354135,0.355244269,0.362299202,0.486212517,0.315597515,3,0.453889539,0.443460222,0.448674881,0.465158912,0.3370075
"209","H5x21","H","42","38","5","21","0",1,0,2,0.063857995,0.065837622,0.064847809,0.457825137,0.326316058,1,0.035010144,0.009301839,0.022155991,0.436021827,0.335964354
"256","H6x21","H","63","68","6","21","2",3,3,3,0.115774426,0.164884139,0.140329283,0.466189603,0.317328803,3,0.327108585,0.286109861,0.306609223,0.460154057,0.355111824
"303","H7x21","H","51","49","7","21","0",1,0,1,0.021122269,0.02384527,0.02248377,0.443175449,0.33482103,2,0.123525137,0.100822842,0.112173989,0.442921696,0.360169551
"350","H8x21","H","59","59","8","21","0",2,0,2,0.045946009,0.049038842,0.047492426,0.456927122,0.332107155,2,0.219478067,0.163323229,0.191400648,0.451441375,0.364251925
"397","H9x21","H","76","92","9","21","0",1,1,2,0.185974948,0.18274851,0.184361729,0.43701447,0.322337424,1,0.053178416,0.016176207,0.034677311,0.442446091,0.353185071
"444","H10x21","H","50","49","10","21","0",1,0,2,0.068156365,0.066146156,0.06715126,0.443506103,0.321983251,1,0.034022501,0.027032798,0.030527649,0.446257755,0.345741583
"491","H11x21","H","23","23","11","21","2",3,2,3,0.253234289,0.287653143,0.270443716,0.446090338,0.321382665,3,0.452309342,0.413832379,0.433070861,0.465574477,0.32992883
"22","H1x22","H","60","60","1","22","3",3,2,3,0.159906877,0.159340821,0.159623849,0.479425972,0.333909347,4,0.436601235,0.366949609,0.401775422,0.477190737,0.346238847
"69","H2x22","H","94","94","2","22","1",3,3,3,0.181447001,0.135734842,0.158590921,0.461501432,0.328086386,4,0.375875787,0.33408078,0.354978284,0.46479474,0.361815485
"116","H3x22","H","93","93","3","22","2",3,2,4,0.358589317,0.390784432,0.374686875,0.482858047,0.327236549,3,0.331068482,0.316846492,0.323957487,0.460213018,0.348654449
"163","H4x22","H","33","33","4","22","2",3,2,4,0.287389986,0.225689589,0.256539788,0.481133159,0.321395294,4,0.497200506,0.412904916,0.455052711,0.477794797,0.335514746
"210","H5x22","H","30","30","5","22","2",3,2,3,0.295143995,0.293442457,0.294293226,0.46342067,0.318766307,4,0.38987678,0.333800529,0.361838654,0.453585042,0.356404716
"257","H6x22","H","79","76","6","22","0",2,1,2,0.124118324,0.120312064,0.122215194,0.470865315,0.332499499,2,0.199889917,0.167994605,0.183942261,0.463631676,0.349687382
"304","H7x22","H","73","73","7","22","2",3,2,4,0.315151926,0.307656386,0.311404156,0.479452004,0.32986425,3,0.347405447,0.33574209,0.341573769,0.470988767,0.359253108
"351","H8x22","H","89","89","8","22","2",3,2,3,0.189109278,0.221096904,0.205103091,0.473543785,0.335815429,3,0.399313883,0.386631335,0.392972609,0.476274107,0.362832817
"398","H9x22","H","88","88","9","22","1",2,1,2,0.142012923,0.165462199,0.153737561,0.436796989,0.320284356,4,0.368467646,0.353406209,0.360936927,0.461800737,0.35691478
"445","H10x22","H","92","92","10","22","0",1,0,1,0.046800939,0.070922203,0.058861571,0.4503818,0.327231471,2,0.049495309,0.037597989,0.043546649,0.449566668,0.351459743
"492","H11x22","H","48","47","11","22","2",3,1,3,0.223370278,0.296592567,0.259981423,0.452308027,0.328956578,3,0.360539561,0.326556375,0.343547968,0.460469108,0.344166701
"23","H1x23","H","62","62","1","23","1",2,1,3,0.101834415,0.091829455,0.096831935,0.458006146,0.329750204,2,0.265279565,0.193044297,0.229161931,0.453947529,0.345485108
"70","H2x23","H","82","82","2","23","2",2,2,3,0.280930853,0.239208888,0.260069871,0.469664733,0.314881899,4,0.387013281,0.442212066,0.414612674,0.45859461,0.345767682
"117","H3x23","H","38","38","3","23","0",1,1,2,0.050170192,0.051295716,0.050732954,0.446381848,0.323457914,1,0.0569202,0.02634752,0.04163386,0.428973745,0.339358475
"164","H4x23","H","87","87","4","23","3",3,2,4,0.296822188,0.319212663,0.308017426,0.473749706,0.327094,3,0.39697486,0.317178263,0.357076561,0.457385349,0.354920524
"211","H5x23","H","58","58","5","23","1",3,2,3,0.117283869,0.163697607,0.140490738,0.46170232,0.318001646,4,0.221513592,0.252586794,0.237050193,0.448681652,0.362337092
"258","H6x23","H","47","47","6","23","1",2,1,4,0.312964498,0.320564231,0.316764364,0.476178919,0.319535749,3,0.374967256,0.307462882,0.341215069,0.456664938,0.341141137
"305","H7x23","H","80","80","7","23","1",2,1,3,0.251841108,0.266788577,0.259314842,0.454438618,0.32439553,3,0.323459839,0.246289909,0.284874874,0.454214282,0.351498318
"352","H8x23","H","40","40","8","23","3",3,3,4,0.329056476,0.300965273,0.315010875,0.483625403,0.326379131,4,0.394733438,0.365882561,0.380308,0.477537011,0.348475508
"399","H9x23","H","67","67","9","23","2",3,2,0,0.053319977,0.06253162,0.057925798,0.448063294,0.358165444,0,0.106052655,0.093538167,0.099795411,0.445517723,0.402017577
"446","H10x23","H","35","85","10","23","1",2,1,2,0.115598954,0.147533826,0.13156639,0.441651192,0.326247383,3,0.212748947,0.169574179,0.191161563,0.452750942,0.35629207
"493","H11x23","H","32","32","11","23","1",2,1,2,0.161344081,0.20135534,0.181349711,0.457613927,0.323602095,3,0.199223024,0.144314028,0.171768526,0.447230714,0.344249193
"24","H1x24","H","48","48","1","24","1",1,0,2,0.04976816,0.057739301,0.05375373,0.468747305,0.338100888,1,0.167338191,0.081652237,0.124495214,0.454142457,0.35722057
"71","H2x24","H","75","75","2","24","2",2,2,3,0.208609845,0.206338622,0.207474234,0.476646453,0.339619996,3,0.408751221,0.359990228,0.384370724,0.4700677,0.37946852
"118","H3x24","H","39","39","3","24","3",3,2,3,0.268228168,0.191880605,0.230054386,0.473067446,0.340412665,3,0.373649935,0.282030449,0.327840192,0.467732,0.368027527
"165","H4x24","H","74","74","4","24","1",2,2,4,0.243023138,0.259072234,0.251047686,0.467176418,0.317786398,4,0.446672227,0.349189526,0.397930877,0.461092563,0.343547877
"212","H5x24","H","44","44","5","24","1",2,1,4,0.240934857,0.280643462,0.260789159,0.482630153,0.330433386,3,0.259865708,0.227997337,0.243931523,0.458169281,0.342592723
"259","H6x24","H","55","55","6","24","1",2,1,3,0.253308227,0.276736155,0.265022191,0.475484676,0.364818123,2,0.103193342,0.129135112,0.116164227,0.442736997,0.372832627
"306","H7x24","H","81","87","7","24","2",3,2,3,0.313895627,0.332619926,0.323257777,0.473373568,0.33133174,4,0.418858062,0.34138484,0.380121451,0.465527113,0.360826257
"353","H8x24","H","86","80","8","24","1",2,1,2,0.070113653,0.06400201,0.067057832,0.442500215,0.335469432,3,0.298966836,0.256673758,0.277820297,0.451713031,0.364197675
"400","H9x24","H","78","85","9","24","2",3,2,4,0.191311818,0.229365892,0.210338855,0.445141535,0.325755756,3,0.376404163,0.326961372,0.351682768,0.458459724,0.358177432
"447","H10x24","H","61","55","10","24","1",3,2,3,0.252217429,0.299828332,0.276022881,0.454434458,0.337391067,4,0.336587623,0.283156761,0.309872192,0.464384152,0.373723769
"494","H11x24","H","93","93","11","24","3",3,2,4,0.388495294,0.328806167,0.35865073,0.466691716,0.322662885,4,0.363718262,0.325465373,0.344591817,0.469729611,0.36506588
"25","H1x25","H","46","46","1","25","1",2,1,3,0.144310154,0.205424119,0.174867137,0.476773288,0.335712379,3,0.305629306,0.255535685,0.280582495,0.473284864,0.358264585
"72","H2x25","H","43","44","2","25","1",2,1,3,0.315601728,0.289541525,0.302571627,0.475546514,0.325746461,2,0.135135129,0.105965353,0.120550241,0.43486744,0.372579411
"119","H3x25","H","90","90","3","25","1",1,1,2,0.125596008,0.11643973,0.121017869,0.465319635,0.328093422,2,0.101186933,0.061429931,0.081308432,0.441329515,0.348176507
"166","H4x25","H","54","33","4","25","1",3,2,3,0.076261511,0.138595866,0.107428689,0.461908542,0.330625109,4,0.590167041,0.456247485,0.523207263,0.485705935,0.351162318
"213","H5x25","H","85","85","5","25","1",2,1,2,0.118945968,0.102335262,0.110640615,0.476421607,0.33593608,3,0.249794545,0.217304602,0.233549573,0.463134558,0.374157789
"260","H6x25","H","50","49","6","25","0",1,0,2,0.064871216,0.071821521,0.068346369,0.455207696,0.326838105,2,0.096323106,0.098877735,0.097600421,0.44910885,0.354581688
"307","H7x25","H","23","49","7","25","0",1,0,2,0.056873673,0.04994703,0.053410352,0.450957572,0.332609258,2,0.135328751,0.107829152,0.121578952,0.445201543,0.349905403
"354","H8x25","H","63","86","8","25","2",2,2,3,0.219087995,0.204537691,0.211812843,0.465362841,0.33048682,3,0.371155345,0.318771195,0.34496327,0.457698837,0.356243366
"401","H9x25","H","38","38","9","25","0",1,0,1,0.0462471,0.017365821,0.031806461,0.45066406,0.334975113,1,0.016310651,0.036906382,0.026608517,0.465141541,0.34019136
"448","H10x25","H","77","77","10","25","3",3,4,5,0.411396657,0.418288241,0.414842449,0.460809715,0.317520887,5,0.292246809,0.330937113,0.311591961,0.471118171,0.338422202
"495","H11x25","H","71","71","11","25","3",3,3,4,0.395536051,0.40843375,0.401984901,0.469229385,0.334790426,4,0.430070334,0.422854455,0.426462395,0.477923165,0.37101761
"26","H1x26","H","69","69","1","26","2",2,2,3,0.286727247,0.259347624,0.273037436,0.47810769,0.328392109,3,0.311745956,0.265640388,0.288693172,0.462280715,0.341266113
"73","H2x26","H","70","103","2","26","1",2,1,3,0.165859935,0.210574209,0.188217072,0.469008584,0.328193102,4,0.32999057,0.267665518,0.298828044,0.452496062,0.351786654
"120","H3x26","H","53","52","3","26","1",2,1,3,0.390848381,0.33866433,0.364756356,0.492288574,0.322729168,5,0.418703867,0.408241651,0.413472759,0.466923684,0.354415993
"167","H4x26","H","52","52","4","26","1",2,1,3,0.289254259,0.282756942,0.2860056,0.480841129,0.322690071,3,0.319151528,0.291872336,0.305511932,0.453190914,0.342864641
"214","H5x26","H","28","28","5","26","3",3,3,3,0.085157755,0.177981587,0.131569671,0.471776874,0.32663678,3,0.076443837,0.198656479,0.137550158,0.451045015,0.355978779
"261","H6x26","H","84","84","6","26","1",2,1,2,0.089508296,0.117623757,0.103566026,0.452329582,0.324869515,3,0.351090426,0.295650338,0.323370382,0.460611881,0.353645781
"308","H7x26","H","64","64","7","26","2",3,2,2,0.104842286,0.105639003,0.105240645,0.449475112,0.327763144,4,0.329306258,0.350149877,0.339728068,0.460640335,0.357235852
"355","H8x26","H","33","33","8","26","1",3,2,3,0.253535758,0.263309156,0.258422457,0.48491274,0.341169794,4,0.407288239,0.386335302,0.39681177,0.478126935,0.362157898
"402","H9x26","H","83","49","9","26","0",1,1,2,0.022631822,0.027896997,0.025264409,0.443407156,0.335568822,2,0.088927914,0.066708597,0.077818256,0.451279319,0.354437871
"449","H10x26","H","66","64","10","26","3",3,2,3,0.192239266,0.188028174,0.19013372,0.445063747,0.327013468,3,0.369926178,0.359493368,0.364709773,0.467500325,0.364426758
"496","H11x26","H","36","36","11","26","2",2,2,4,0.285248775,0.249117732,0.267183254,0.453028398,0.327409946,4,0.409588396,0.398018094,0.403803245,0.479635237,0.36608528
"27","H1x27","H","34","34","1","27","2",2,1,4,0.275118887,0.268143428,0.271631157,0.476179041,0.337794189,4,0.400812225,0.377884369,0.389348297,0.462141806,0.359475865
"74","H2x27","H","77","47","2","27","2",2,2,4,0.333652329,0.254557091,0.29410471,0.480827795,0.320466154,4,0.379929667,0.333329578,0.356629623,0.458592744,0.355078093
"121","H3x27","H","25","25","3","27","1",2,2,1,0.018207024,0.015024003,0.016615514,0.452722166,0.348451002,NA,NA,NA,NA,NA,NA
"168","H4x27","H","35","35","4","27","1",2,2,2,0.194606776,0.199350761,0.196978769,0.469747783,0.325599282,3,0.266081436,0.217006039,0.241543738,0.45281225,0.349601971
"215","H5x27","H","32","32","5","27","1",2,1,3,0.1444447,0.175502823,0.159973762,0.470082647,0.338392646,3,0.299468229,0.244180517,0.271824373,0.459653209,0.353992577
"262","H6x27","H","82","82","6","27","2",3,1,3,0.159857645,0.177017032,0.168437339,0.467370449,0.32169226,3,0.377771178,0.370636398,0.374203788,0.462577626,0.352499647
"309","H7x27","H","62","62","7","27","2",3,1,3,0.300237295,0.273773142,0.287005219,0.475325125,0.332497033,3,0.289480174,0.314001002,0.301740588,0.457342064,0.36638407
"356","H8x27","H","63","63","8","27","2",2,1,3,0.163925163,0.18236427,0.173144717,0.459927511,0.326428948,3,0.323484883,0.282680184,0.303082534,0.45540728,0.351274406
"403","H9x27","H","46","58","9","27","3",3,2,4,0.16394794,0.185265486,0.174606713,0.450091572,0.32668938,5,0.460207011,0.402088977,0.431147994,0.475217014,0.365563824
"450","H10x27","H","43","46","10","27","2",2,1,2,0.210608253,0.264595288,0.237601771,0.463504551,0.32983987,3,0.256725909,0.212018692,0.2343723,0.465469496,0.362933043
"497","H11x27","H","51","63","11","27","1",1,2,2,0.184589214,0.229488048,0.207038631,0.460614424,0.326868361,3,0.148807198,0.127941735,0.138374467,0.47793119,0.352334479
"28","H1x28","H","83","83","1","28","3",3,3,4,0.290926587,0.237627167,0.264276877,0.461610174,0.324744855,5,0.427292021,0.376364066,0.401828043,0.458272752,0.33085909
"75","H2x28","H","66","66","2","28","2",2,2,3,0.222444633,0.224512205,0.223478419,0.473946287,0.324319801,3,0.335851035,0.304371141,0.320111088,0.457027303,0.350363159
"122","H3x28","H","36","36","3","28","3",3,2,4,0.351000721,0.311778123,0.331389422,0.486633497,0.320321209,5,0.420485016,0.445336129,0.432910572,0.471213745,0.343609437
"169","H4x28","H","45",NA,"4","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","H5x28","H","26","27","5","28","2",2,2,2,0.06126856,0.070992456,0.066130508,0.456862267,0.325135231,3,0.188850707,0.191174496,0.190012602,0.451546676,0.361922186
"263","H6x28","H","49","69","6","28","1",3,2,3,0.28140652,0.262749178,0.272077849,0.484197169,0.329155829,3,0.331763288,0.349567991,0.34066564,0.474962095,0.353668434
"310","H7x28","H","69","52","7","28","1",3,1,3,0.237737404,0.209500784,0.223619094,0.467249317,0.334011126,3,0.251724344,0.159730405,0.205727374,0.451772215,0.346225452
"357","H8x28","H","52","52","8","28","2",3,1,3,0.237386985,0.174977954,0.20618247,0.472461565,0.342948123,3,0.317116197,0.312667362,0.31489178,0.460233448,0.369929126
"404","H9x28","H","69","69","9","28","2",3,2,3,0.099169565,0.101020829,0.100095197,0.461312785,0.324485198,0,0.01307354,0.003229088,0.008151314,0.440524659,0.352297164
"451","H10x28","H","70","71","10","28","3",3,2,3,0.245323565,0.247777835,0.2465507,0.480589221,0.333884966,4,0.32264191,0.379576597,0.351109253,0.480117192,0.387458549
"498","H11x28","H","88","88","11","28","2",2,1,1,0.060554663,0.046361607,0.053458135,0.452887829,0.335054248,0,0.037493194,0.030163331,0.033828263,0.449431888,0.375912559
"29","H1x29","H","67","67","1","29","3",3,2,3,0.083454103,0.185806041,0.134630072,0.464258372,0.329978929,4,0.264221311,0.286540899,0.275381105,0.455937539,0.340079833
"76","H2x29","H","63","80","2","29","1",2,1,3,0.302766366,0.250857619,0.276811992,0.480767721,0.329851042,3,0.330479207,0.30020388,0.315341544,0.452186183,0.363451938
"123","H3x29","H","80","80","3","29","1",2,1,3,0.28721857,0.254521329,0.270869949,0.475555164,0.330507376,3,0.233213865,0.185837607,0.209525736,0.442127015,0.357977424
"170","H4x29","H","40","40","4","29","3",3,3,3,0.33854626,0.29106974,0.314808,0.489778188,0.317655797,4,0.504649171,0.445864692,0.475256932,0.479584802,0.346260459
"217","H5x29","H","76","74","5","29","1",3,2,3,0.297931941,0.34217678,0.32005436,0.482308317,0.323885834,4,0.428629383,0.358422634,0.393526009,0.473135937,0.349426182
"264","H6x29","H","50","103","6","29","1",2,1,2,0.091917859,0.09148803,0.091702945,0.461397575,0.340700504,2,0.12396127,0.089657947,0.106809609,0.44977308,0.350581868
"311","H7x29","H","38","38","7","29","1",1,0,2,0.047840605,0.056049378,0.051944991,0.447456616,0.332810547,1,0.04355541,0.02576388,0.034659645,0.447629353,0.348477758
"358","H8x29","H","82",NA,"8","29","2",3,1,3,0.119661422,0.080699841,0.100180631,0.451693745,0.317597617,4,0.266735988,0.30077941,0.283757699,0.457012757,0.35489531
"405","H9x29","H","90","90","9","29","1",1,0,3,0.165817578,0.167277155,0.166547366,0.450754299,0.324819546,3,0.141708729,0.088365808,0.115037268,0.445419893,0.347488539
