"","ID","site","clone","clone.new","row","col","F1","F2","F23","F24","F24.segment_L","F24.segment_P","F24.segment","X24.GCC","X24.RCC","F25","F25.segment_P","F25.segment_L","F25.segment","X25.GCC","X25.RCC"
"284","H7x2","H","93","93","7","2","2",3,2,4,0.369507781,0.345031551,0.357269666,0.487744234,0.34327611,3,0.339170581,0.301378122,0.320274351,0.4669712,0.336625424
"331","H8x2","H","61","52","8","2","1",2,1,3,0.26223085,0.245957992,0.254094421,0.47651061,0.329854342,3,0.321531514,0.312843849,0.317187681,0.463555136,0.342812137
"378","H9x2","H","69","101","9","2","1",2,1,3,0.263453927,0.282565038,0.273009482,0.465004624,0.323257831,2,0.130808488,0.119637307,0.125222898,0.457916373,0.349104564
"425","H10x2","H","33","33","10","2","1",3,2,4,0.22694935,0.321324063,0.274136706,0.454794282,0.32657794,4,0.39099158,0.311756133,0.351373857,0.473901678,0.353553277
"472","H11x2","H","28","28","11","2","3",3,3,4,0.266189606,0.23440364,0.250296623,0.450074848,0.317576964,3,0.474610147,0.440886135,0.457748141,0.466473689,0.321970894
"3","H1x3","H","38","38","1","3","0",2,0,2,0.03757371,0.038476923,0.038025317,0.435761789,0.324408784,1,0.020977947,0.007315902,0.014146925,0.431445989,0.327614138
"50","H2x3","H","50",NA,"2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","H3x3","H","51","49","3","3","0",1,0,2,0.055942818,0.076412335,0.066177577,0.458255037,0.328979443,2,0.1431359,0.094111954,0.118623927,0.446101011,0.347098782
"144","H4x3","H","59","59","4","3","0",2,0,2,0.033134063,0.060476001,0.046805032,0.462286333,0.322956816,1,0.098447885,0.106645367,0.102546626,0.437789135,0.326723309
"191","H5x3","H","42","38","5","3","0",1,0,1,0.02698287,0.025916704,0.026449787,0.451106579,0.320289177,0,0.017488987,0.008633405,0.013061196,0.43379454,0.334511525
"238","H6x3","H","68","68","6","3","3",3,3,4,0.472067053,0.40452877,0.438297912,0.478774729,0.320538803,4,0.376312292,0.394924259,0.385618275,0.468290301,0.350783775
"285","H7x3","H","62","63","7","3","1",2,1,2,0.137781779,0.125106018,0.131443898,0.459630433,0.333101398,3,0.252422326,0.218850875,0.2356366,0.448404374,0.3258426
"332","H8x3","H","87","87","8","3","2",3,2,3,0.246239511,0.306936172,0.276587842,0.485131525,0.333679507,4,0.461410632,0.344252078,0.402831355,0.473655742,0.360864537
"379","H9x3","H","90","90","9","3","0",1,0,2,0.068007675,0.050790595,0.059399135,0.462831994,0.32786177,1,0.044261958,0.032824207,0.038543083,0.445847626,0.344689239
"426","H10x3","H","63","61","10","3","2",2,1,3,0.155132456,0.204237361,0.179684908,0.462969365,0.33136967,3,0.340376608,0.243488986,0.291932797,0.466468764,0.359437767
"473","H11x3","H","38","48","11","3","0",1,0,2,0.107517328,0.121873718,0.114695523,0.449074698,0.334803453,2,0.195933651,0.134204482,0.165069067,0.446512423,0.327328305
"4","H1x4","H","53","28","1","4","3",3,3,3,0.211812948,0.214785653,0.213299301,0.478173431,0.32834359,4,0.512240466,0.46925848,0.490749473,0.475857261,0.346946002
"51","H2x4","H","86","86","2","4","1",2,1,3,0.230027442,0.193310943,0.211669193,0.466446183,0.321414301,3,0.385501931,0.379805454,0.382653693,0.459556036,0.356133258
"98","H3x4","H","64","64","3","4","3",3,2,3,0.149023128,0.176264261,0.162643694,0.459708748,0.328149081,3,0.399505782,0.388142437,0.393824109,0.456230175,0.356199021
"145","H4x4","H","92","92","4","4","0",1,1,1,0.012813736,0.006448021,0.009630879,0.467291924,0.326915918,2,0.146807685,0.078749673,0.112778679,0.445597145,0.354928945
"192","H5x4","H","93","92","5","4","1",1,0,2,0.044470931,0.04261147,0.043541201,0.466378089,0.325588809,1,0.075108921,0.052685981,0.063897451,0.445766353,0.337542225
"239","H6x4","H","75","80","6","4","0",2,1,2,0.050222888,0.009339483,0.029781186,0.443079623,0.323670425,3,0.144131219,0.102219918,0.123175568,0.458435935,0.35520205
"286","H7x4","H","44","44","7","4","1",2,2,3,0.28931666,0.324716897,0.307016778,0.473806976,0.327038608,3,0.340026014,0.262006066,0.30101604,0.458805148,0.33529509
"333","H8x4","H","79","79","8","4","1",3,2,3,0.356282101,0.373996968,0.365139534,0.48108075,0.326135174,4,0.447035589,0.443912145,0.445473867,0.477425781,0.360333517
"380","H9x4","H","39","39","9","4","3",3,2,3,0.313918321,0.351286199,0.33260226,0.468043452,0.318870659,3,0.341496466,0.297732671,0.319614569,0.462698455,0.351302982
"427","H10x4","H","66","66","10","4","1",2,1,3,0.166435874,0.201007984,0.183721929,0.443506376,0.3218101,3,0.263570446,0.180897841,0.222234144,0.451833333,0.347153254
"474","H11x4","H","36","36","11","4","3",3,2,4,0.362207757,0.350187429,0.356197593,0.455251491,0.316053227,3,0.441457956,0.43858916,0.440023558,0.469904181,0.321694216
"5","H1x5","H","80","80","1","5","2",2,1,2,0.069703766,0.121959824,0.095831795,0.44297469,0.316518702,2,0.267068018,0.249109415,0.258088716,0.460912903,0.36218821
"52","H2x5","H","35","35","2","5","1",2,1,1,0.063180889,0.068637568,0.065909228,0.465668117,0.330174232,2,0.250705338,0.193730758,0.222218048,0.451046103,0.351746663
"99","H3x5","H","58","54","3","5","1",3,2,4,0.288715164,0.190686246,0.239700705,0.470503227,0.326994425,4,0.398611525,0.406360602,0.402486063,0.461871946,0.33892058
"146","H4x5","H","40","40","4","5","3",3,3,4,0.295164195,0.275696125,0.28543016,0.48356168,0.312027785,4,0.354240497,0.417287536,0.385764017,0.469187652,0.336440334
"193","H5x5","H","34","34","5","5","1",2,1,3,0.22728857,0.202620088,0.214954329,0.468408576,0.333680612,NA,NA,NA,NA,NA,NA
"240","H6x5","H","77","77","6","5","3",3,4,5,0.323800385,0.296174897,0.309987641,0.464660054,0.321061196,5,0.279965765,0.341196723,0.310581244,0.464003314,0.327862776
"287","H7x5","H","71","71","7","5","2",3,2,4,0.297029362,0.308448721,0.302739042,0.483142698,0.342045979,4,0.427399497,0.373628347,0.400513922,0.475280996,0.360933529
"334","H8x5","H","47","47","8","5","2",3,1,3,0.242294984,0.226090593,0.234192788,0.477691735,0.325983961,3,0.277561609,0.291687869,0.284624739,0.467107419,0.36268825
"381","H9x5","H","46","93","9","5","3",3,2,4,0.325632968,0.356364038,0.340998503,0.471830366,0.32204709,3,0.299531857,0.274311522,0.286921689,0.46588667,0.352876935
"428","H10x5","H","43","43","10","5","1",2,0,3,0.083820654,0.089171336,0.086495995,0.451130166,0.330724239,2,0.1221046,0.098875679,0.110490139,0.449727476,0.361391677
"475","H11x5","H","51","48","11","5","1",1,1,2,0.048276688,0.077696188,0.062986438,0.458966648,0.34207996,1,0.11231619,0.096967693,0.104641942,0.451849867,0.339960962
"6","H1x6","H","73","54","1","6","3",3,1,4,0.214359632,0.18056743,0.197463531,0.462587189,0.330283577,4,0.411538043,0.399955569,0.405746806,0.462019588,0.358074191
"53","H2x6","H","89","89","2","6","2",3,2,3,0.118775712,0.125263668,0.12201969,0.458632515,0.321526022,3,0.359793481,0.317458395,0.338625938,0.455229096,0.349264481
"100","H3x6","H","83","83","3","6","3",3,3,4,0.305774521,0.28023819,0.293006356,0.473299162,0.316527986,5,0.530080164,0.454341668,0.492210916,0.461873056,0.319251864
"147","H4x6","H","84","84","4","6","1",2,1,2,0.086528232,0.086835759,0.086681995,0.460740155,0.328854442,3,0.260445484,0.190624457,0.22553497,0.457754217,0.339120624
"194","H5x6","H","30","30","5","6","1",3,2,3,0.266179432,0.236495593,0.251337512,0.469034143,0.314755008,3,0.322324092,0.284483633,0.303403863,0.448116246,0.342571328
"241","H6x6","H","55","55","6","6","1",3,2,3,0.260370834,0.269707026,0.26503893,0.463451521,0.343209625,3,0.211238756,0.189067512,0.200153134,0.439538985,0.340379469
"288","H7x6","H","26","43","7","6","0",1,1,3,0.085920035,0.11580338,0.100861707,0.444875649,0.353877862,1,0.102823199,0.05758489,0.080204045,0.441604576,0.365713688
"335","H8x6","H","70","71","8","6","3",3,2,4,0.367176731,0.384269819,0.375723275,0.491309197,0.338073925,4,0.350688299,0.32006719,0.335377744,0.473747419,0.374158123
"382","H9x6","H","48","48","9","6","0",1,0,2,0.101888785,0.089025055,0.09545692,0.446561949,0.332097042,2,0.070559743,0.056279893,0.063419818,0.446469734,0.341227081
"429","H10x6","H","74","75","10","6","1",2,1,2,0.094803615,0.081099837,0.087951726,0.434594387,0.335678192,2,0.213324977,0.134778773,0.174051875,0.452605972,0.363206929
"476","H11x6","H","60","60","11","6","3",3,2,4,0.34139713,0.318038698,0.329717914,0.475923219,0.332920361,4,0.446583294,0.409824726,0.42820401,0.477925277,0.340197317
"7","H1x7","H","85","85","1","7","2",2,1,2,0.102006587,0.100512889,0.101259738,0.478252573,0.339164717,2,0.193324983,0.198670934,0.195997958,0.461072142,0.366252027
"54","H2x7","H","54","54","2","7","2",3,2,4,0.256684503,0.240309041,0.248496772,0.462155578,0.326868358,4,0.464683533,0.347183141,0.405933337,0.457700573,0.357650776
"101","H3x7","H","32","32","3","7","1",2,1,2,0.081274251,0.093436377,0.087355314,0.454821121,0.330130367,3,0.292424862,0.235916383,0.264170623,0.454716095,0.367065495
"148","H4x7","H","50","49","4","7","0",1,0,2,0.060371499,0.045989941,0.05318072,0.454556299,0.326769649,2,0.116274064,0.08315795,0.099716007,0.437240041,0.32794152
"195","H5x7","H","23","23","5","7","1",2,2,3,0.286862558,0.295219874,0.291041216,0.480197432,0.32849256,3,0.305713228,0.346636241,0.326174735,0.457920292,0.356840942
"242","H6x7","H","63",NA,"6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","H7x7","H","25","25","7","7","2",3,2,3,0.166515089,0.137492794,0.152003941,0.4536813,0.331711296,3,0.220305442,0.233068863,0.226687152,0.448285926,0.35667157
"336","H8x7","H","82","102","8","7","1",2,1,3,0.207007795,0.239695744,0.223351769,0.464609258,0.324710165,3,0.253903389,0.213583142,0.233743266,0.454731743,0.346346779
"383","H9x7","H","85","83","9","7","3",3,3,5,0.392496509,0.379081228,0.385788868,0.467602561,0.313489436,5,0.468048403,0.41023357,0.439140987,0.474248809,0.346195633
"430","H10x7","H","54","104","10","7","1",2,0,3,0.151988794,0.174005607,0.162997201,0.447630271,0.331054095,2,0.169033703,0.105112528,0.137073116,0.44791045,0.341798882
"477","H11x7","H","76","76","11","7","1",2,0,2,0.065267602,0.073354479,0.06931104,0.449745979,0.324939682,2,0.069847206,0.040424624,0.055135915,0.452092385,0.328367763
"8","H1x8","H","48","48","1","8","0",1,0,1,0.050495575,0.045152252,0.047823913,0.463250157,0.340574727,1,0.068334874,0.059156228,0.063745551,0.456743202,0.355334861
"55","H2x8","H","52","75","2","8","2",2,1,3,0.105306721,0.118753411,0.112030066,0.461968225,0.335936674,3,0.381728683,0.38445718,0.383092932,0.465961746,0.368455547
"102","H3x8","H","28","28","3","8","3",3,3,3,0.225466193,0.234751258,0.230108726,0.47691862,0.332429325,4,0.367250537,0.453375531,0.410313034,0.460863536,0.361923479
"149","H4x8","H","33","33","4","8","2",3,2,4,0.197936239,0.245184511,0.221560375,0.46757841,0.321998238,4,0.396139959,0.530522339,0.463331149,0.463038538,0.320463806
"196","H5x8","H","36","43","5","8","1",2,0,2,0.045945223,0.111721457,0.07883334,0.470493387,0.348387628,3,0.105887476,0.150568468,0.128227972,0.454246535,0.349889302
"243","H6x8","H","49","49","6","8","0",1,0,2,0.05368819,0.070007821,0.061848005,0.448391405,0.335382318,1,0.066766912,0.043099571,0.054933241,0.444442435,0.343435115
"290","H7x8","H","53","52","7","8","1",3,1,3,0.102835277,0.093627356,0.098231317,0.449065874,0.339836985,3,0.237077532,0.254981834,0.246029683,0.452573959,0.36687309
"337","H8x8","H","45","45","8","8","3",2,1,3,0.217131857,0.166592767,0.191862312,0.473591052,0.342848787,2,0.150556269,0.147275257,0.148915763,0.459000336,0.366365723
"384","H9x8","H","73","73","9","8","3",3,2,2,0.105887786,0.127734586,0.116811186,0.448544715,0.339960589,1,0.074763218,0.044853267,0.059808242,0.459929134,0.364114099
"431","H10x8","H","52","52","10","8","1",2,1,3,0.29400532,0.244926972,0.269466146,0.457951025,0.337822586,3,0.338374397,0.235212298,0.286793348,0.466196091,0.348889794
"478","H11x8","H","64","64","11","8","3",3,2,3,0.186860951,0.208971768,0.197916359,0.447519968,0.322271671,3,0.391602028,0.285137932,0.33836998,0.45557376,0.339353443
"9","H1x9","H","46",NA,"1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","H2x9","H","43","43","2","9","0",2,0,3,0.11450915,0.135900473,0.125204812,0.469544843,0.330832558,2,0.146311714,0.109858439,0.128085077,0.44867862,0.350621518
"103","H3x9","H","71","71","3","9","2",3,2,4,0.383508783,0.352037609,0.367773196,0.490207066,0.328258307,3,0.173655627,0.180669595,0.177162611,0.448827799,0.365507428
"150","H4x9","H","63","68","4","9","3",3,3,4,0.33591394,0.307946201,0.32193007,0.479919212,0.316214867,4,0.476472646,0.552061343,0.514266994,0.466552163,0.320751535
"197","H5x9","H","67","67","5","9","2",3,2,2,0.145114664,0.140364558,0.142739611,0.471918935,0.335764487,3,0.372394848,0.35406079,0.363227819,0.455977537,0.353013691
"244","H6x9","H","82","82","6","9","1",2,1,3,0.087260277,0.121009539,0.104134908,0.45433918,0.32725294,3,0.275147113,0.295927442,0.285537278,0.451283194,0.350972491
"291","H7x9","H","38","101","7","9","0",1,0,2,0.142685815,0.163951952,0.153318883,0.467864922,0.348271915,3,0.205609284,0.173370672,0.189489978,0.457664182,0.347108307
"338","H8x9","H","50","49","8","9","0",1,0,2,0.061935404,0.036188529,0.049061967,0.454901805,0.338405542,1,0.04657909,0.050046096,0.048312593,0.447082539,0.345405488
"385","H9x9","H","80","70","9","9","2",3,2,4,0.273866096,0.3620754,0.317970748,0.458275021,0.324648216,4,0.332324505,0.325979323,0.329151914,0.478595052,0.348266147
"432","H10x9","H","35","35","10","9","1",2,1,2,0.151292905,0.191916953,0.171604929,0.455428951,0.327957437,3,0.240272911,0.203987544,0.222130227,0.450641849,0.336520256
"479","H11x9","H","90","90","11","9","0",1,0,3,0.09918584,0.073791762,0.086488801,0.453469992,0.326269026,2,0.066883275,0.044179054,0.055531165,0.438152773,0.33056198
"10","H1x10","H","39","38","1","10","0",1,0,1,0.028038662,0.030992924,0.029515793,0.457410629,0.337320867,0,0.009178324,0.008738055,0.00895819,0.443634595,0.33650626
"57","H2x10","H","74","75","2","10","1",2,1,2,0.150453388,0.171207559,0.160830474,0.467986676,0.341763484,3,0.33466313,0.338694176,0.336678653,0.462584758,0.361058671
"104","H3x10","H","69","69","3","10","1",3,2,3,0.227235901,0.220944642,0.224090272,0.477845068,0.328102039,3,0.306890479,0.30957342,0.30823195,0.460087073,0.351472008
"151","H4x10","H","66","66","4","10","1",2,1,3,0.159962613,0.154470692,0.157216652,0.469245596,0.324822341,3,0.222967822,0.181243482,0.202105652,0.44885728,0.349960496
"198","H5x10","H","81","81","5","10","1",2,1,3,0.114269407,0.120875193,0.1175723,0.473769485,0.334885544,3,0.243699628,0.218122166,0.230910897,0.45705675,0.346717518
"245","H6x10","H","61","61","6","10","1",2,1,2,0.174385932,0.154612729,0.164499331,0.467899038,0.347259668,3,0.322644471,0.252942737,0.287793604,0.460512481,0.367269744
"292","H7x10","H","88","38","7","10","0",1,0,3,0.096722981,0.089170608,0.092946794,0.442809774,0.329959922,1,0.039556136,0.028998436,0.034277286,0.431932286,0.32473993
"339","H8x10","H","86","86","8","10","3",3,2,4,0.307315487,0.292179085,0.299747286,0.467729969,0.319203677,3,0.378038683,0.300016997,0.33902784,0.459481401,0.349824115
"386","H9x10","H","83","89","9","10","2",3,1,3,0.168163849,0.190786617,0.179475233,0.442774024,0.317162917,3,0.29505863,0.24576912,0.270413875,0.44982743,0.323916107
"433","H10x10","H","89","89","10","10","1",3,1,3,0.15939359,0.16972093,0.16455726,0.44185043,0.324816724,3,0.343648646,0.318826538,0.331237592,0.466436061,0.337930693
"480","H11x10","H","44","47","11","10","2",3,1,4,0.208145094,0.175285526,0.19171531,0.453634199,0.335982892,3,0.297298724,0.215459988,0.256379356,0.461224748,0.343667533
"11","H1x11","H","90","90","1","11","0",1,0,1,0.027878356,0.04931143,0.038594893,0.469318881,0.336971626,1,0.068756083,0.036608066,0.052682074,0.45499538,0.340643437
"58","H2x11","H","47","47","2","11","1",2,1,2,0.153964604,0.129992641,0.141978623,0.464264106,0.330624618,3,0.273615534,0.276973156,0.275294345,0.457373301,0.349960559
"105","H3x11","H","62","88","3","11","1",2,1,1,0.034464428,0.036884349,0.035674389,0.437685557,0.331984943,3,0.24963446,0.238903704,0.244269082,0.443455017,0.34747072
"152","H4x11","H","68","68","4","11","3",3,3,4,0.375686008,0.394602261,0.385144135,0.486569216,0.316393844,4,0.467725939,0.4407571,0.454241519,0.466382776,0.354537251
"199","H5x11","H","76","76","5","11","0",1,0,2,0.122564095,0.295973784,0.20926894,0.458732283,0.37092492,2,0.166208017,0.250464823,0.20833642,0.448229641,0.372095857
"246","H6x11","H","72","72","6","11","0",1,0,2,0.053615447,0.057482849,0.055549148,0.460238363,0.342875802,2,0.053699617,0.042833585,0.048266601,0.453300604,0.359365006
"293","H7x11","H","51","26","7","11","3",3,3,3,0.181712353,0.191959557,0.186835955,0.467629693,0.338202469,4,0.491091169,0.446515451,0.46880331,0.469989293,0.330160507
"340","H8x11","H","59","80","8","11","1",2,1,3,0.200786949,0.235949982,0.218368465,0.465886685,0.331316042,3,0.343167754,0.262174704,0.302671229,0.462796801,0.354544161
"387","H9x11","H","58","79","9","11","1",3,2,3,0.292453441,0.315026054,0.303739747,0.462468962,0.329562742,3,0.384449404,0.333255848,0.358852626,0.457374104,0.34152562
"434","H10x11","H","40","40","10","11","3",3,3,4,0.329072873,0.330433926,0.329753399,0.459726262,0.322741392,4,0.434553282,0.353309892,0.393931587,0.483343135,0.329480441
"481","H11x11","H","71","71","11","11","3",3,2,4,0.364663683,0.414705837,0.38968476,0.46339578,0.331477526,4,0.423182679,0.413779145,0.418480912,0.471607473,0.344399754
"12","H1x12","H","44","43","1","12","1",1,1,2,0.048791382,0.083236964,0.066014173,0.466200972,0.332760503,2,0.151064652,0.098194755,0.124629704,0.452528963,0.339145767
"59","H2x12","H","70","70","2","12","1",2,2,3,0.351059243,0.28614479,0.318602017,0.485376014,0.332046934,4,0.422915666,0.316809723,0.369862695,0.479848309,0.361245214
"106","H3x12","H","93","93","3","12","2",2,2,3,0.290093707,0.214865419,0.252479563,0.475819674,0.333371806,3,0.238472391,0.229397035,0.233934713,0.448180352,0.350180167
"153","H4x12","H","75","92","4","12","1",1,1,2,0.132078591,0.107935038,0.120006814,0.467337415,0.329012161,2,0.097573368,0.065392793,0.081483081,0.437334486,0.326374164
"200","H5x12","H","60","83","5","12","3",3,3,4,0.322771562,0.240951649,0.281861606,0.475685855,0.317744578,5,0.508611544,0.419025955,0.46381875,0.468310243,0.329763084
"247","H6x12","H","94","94","6","12","1",3,2,3,0.325741916,0.338717493,0.332229705,0.480008904,0.333519996,4,0.165832129,0.177024275,0.171428202,0.474906921,0.340182051
"294","H7x12","H","78","93","7","12","3",3,2,4,0.472135506,0.436582725,0.454359115,0.484896956,0.326412815,4,0.380949938,0.391066241,0.38600809,0.47189901,0.352921439
"341","H8x12","H","92",NA,"8","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","H9x12","H","64","78","9","12","1",3,1,3,0.148186394,0.129704999,0.138945696,0.485985835,0.329673508,3,0.225736515,0.149486122,0.187611318,0.447172269,0.355935902
"435","H10x12","H","84","71","10","12","3",3,2,4,0.354400017,0.35199441,0.353197213,0.465217339,0.33376425,3,0.353342226,0.290135601,0.321738913,0.467482254,0.343907402
"482","H11x12","H","53","52","11","12","1",3,1,4,0.259357827,0.213615735,0.236486781,0.452406735,0.339399535,3,0.386688242,0.274158508,0.330423375,0.461711273,0.339707968
"13","H1x13","H","42","38","1","13","0",1,0,2,0.073987077,0.090096733,0.082041905,0.450547061,0.329131266,1,0.030783548,0.01554961,0.023166579,0.436383764,0.329924549
"60","H2x13","H","87","87","2","13","3",3,2,3,0.169480249,0.187873471,0.17867686,0.45821484,0.339278571,3,0.49381421,0.413493225,0.453653718,0.465914153,0.367251013
"107","H3x13","H","25","25","3","13","2",3,2,4,0.31416393,0.32059975,0.31738184,0.477535891,0.335374839,4,0.286903975,0.27419442,0.280549197,0.453044905,0.354722552
"154","H4x13","H","63","63","4","13","1",2,1,2,0.111155812,0.124094541,0.117625176,0.460540469,0.32701331,3,0.221022043,0.198330972,0.209676507,0.438630696,0.338574932
"201","H5x13","H","32","32","5","13","1",2,1,3,0.179400229,0.18912548,0.184262854,0.472932755,0.330204188,2,0.194335487,0.212322623,0.203329055,0.450819555,0.340011428
"248","H6x13","H","82","89","6","13","3",3,2,2,0.131970212,0.134343778,0.133156995,0.462415257,0.325219045,4,0.412907807,0.398524578,0.405716192,0.471755219,0.353795219
"295","H7x13","H","23",NA,"7","13","0",1,1,0,0.062378806,0.062588741,0.062483773,0.444083515,0.366399504,NA,NA,NA,NA,NA,NA
"342","H8x13","H","50","49","8","13","0",1,0,2,0.026636322,0.027607047,0.027121684,0.466898585,0.339167176,1,0.02697173,0.019222696,0.023097213,0.459515063,0.35339828
"389","H9x13","H","34","30","9","13","2",3,2,4,0.298134314,0.360694883,0.329414598,0.465561454,0.326915577,3,0.341552143,0.306919457,0.3242358,0.45991751,0.343383695
"436","H10x13","H","77","77","10","13","3",3,4,5,0.355369307,0.36324952,0.359309414,0.455744808,0.324334509,5,0.274476543,0.3254413,0.299958921,0.462976651,0.332525279
"483","H11x13","H","25","25","11","13","3",3,3,4,0.103436278,0.115552367,0.109494322,0.425775414,0.335597413,3,0.279936557,0.285326178,0.282631368,0.442548784,0.360244681
"14","H1x14","H","64","64","1","14","1",2,3,2,0.089963572,0.135153168,0.11255837,0.455429604,0.336420197,3,0.326408556,0.302264002,0.314336279,0.463215062,0.35113326
"61","H2x14","H","79","79","2","14","2",3,2,3,0.266018358,0.243738376,0.254878367,0.472262932,0.33182861,3,0.433492936,0.46980978,0.451651358,0.460353448,0.348243555
"108","H3x14","H","26","26","3","14","3",3,4,4,0.330228947,0.332920282,0.331574614,0.478686968,0.327355662,4,0.432041006,0.465773768,0.448907387,0.474396866,0.343070116
"155","H4x14","H","45","45","4","14","1",2,1,2,0.115449549,0.116134887,0.115792218,0.479083697,0.342269805,2,0.136708914,0.130642519,0.133675716,0.459039974,0.364211329
"202","H5x14","H","30","30","5","14","3",3,2,4,0.380728749,0.369366807,0.375047778,0.467981854,0.314757267,4,0.550849805,0.455231266,0.503040535,0.461136325,0.326373328
"249","H6x14","H","33","33","6","14","2",3,2,3,0.153358946,0.167939912,0.160649429,0.462931624,0.328298594,4,0.488985498,0.338479424,0.413732461,0.47685034,0.348295667
"296","H7x14","H","36","36","7","14","2",3,2,4,0.348799307,0.353703236,0.351251271,0.471410656,0.326257686,4,0.363657414,0.373506826,0.36858212,0.465882703,0.350122159
"343","H8x14","H","49","49","8","14","0",1,0,2,0.072578209,0.079252699,0.075915454,0.458656386,0.339776873,1,0.04813323,0.049769586,0.048951408,0.450251923,0.351902438
"390","H9x14","H","28","28","9","14","3",3,3,2,0.066155845,0.067855449,0.067005647,0.457779441,0.350752094,0,0.242366348,0.102547248,0.172456798,0.444679495,0.405651745
"437","H10x14","H","55","55","10","14","2",3,2,3,0.369235475,0.347578687,0.358407081,0.471152074,0.341116754,3,0.288101287,0.25568871,0.271894998,0.4660335,0.373844796
"484","H11x14","H","69","85","11","14","2",2,0,3,0.14255547,0.150576083,0.146565777,0.442268183,0.325408155,3,0.177859666,0.143556525,0.160708096,0.457912099,0.362274492
"15","H1x15","H","34","34","1","15","3",2,1,3,0.19752372,0.170065437,0.183794579,0.465219061,0.346376623,3,0.269771451,0.279430206,0.274600829,0.446548312,0.376134049
"62","H2x15","H","77","77","2","15","3",3,3,5,0.37696692,0.280865255,0.328916087,0.491649264,0.328674583,5,0.437293881,0.471952604,0.454623243,0.464196089,0.345391859
"109","H3x15","H","58","58","3","15","2",2,2,3,0.255297175,0.22038452,0.237840848,0.472495439,0.323425436,3,0.276691918,0.291501409,0.284096663,0.44880456,0.36322305
"156","H4x15","H","40","40","4","15","3",3,3,3,0.230728374,0.240445706,0.23558704,0.479927597,0.313134944,4,0.459943074,0.423571093,0.441757083,0.477167983,0.337382636
